Rating,# of patient feedback,page_source,Specialty,Experience,Pincode,City,State,Hospital/Clinic name,Address,Education,Doctor name
 (6410 ratings),74 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-vinod-raina-sexologist?lpt=PS-SRP,Sexologist,"18, Years experience",,"Saket,,,Delhi,",Arunachal Pradesh,"Dr. Raina's Safe Hands, ","Saket,,,Delhi,",MD - General Medicine,"Dr. ,Vinod Raina"
 (888 ratings),578 patient feedback(s),https://www.lybrate.com/gurgaon/doctor/dr-sudhir-bhola-sexologist?lpt=PS-SRP,Sexologist,"20, Years experience",,"Sultanpur,,,Delhi,",Arunachal Pradesh,"Curewell Therapies - South Delhi, ","Sultanpur,,,Delhi,","MD - Alternate Medicine, BAMS","Dr. ,Sudhir Bhola"
 (1376 ratings),123 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-yuvraj-arora-sexologist?lpt=PS-SRP,Sexologist,"21, Years experience",,"Lajpat Nagar,,,Delhi,",Arunachal Pradesh,"Dr Monga Medi Clinic - Lajpat Nagar, ","Lajpat Nagar,,,Delhi,","MD-Pharmacology, MBBS","Dr. ,Yuvraj Arora Monga"
rating not found,,https://www.lybrate.com/gurgaon/doctor/dr-randhir-sud-gastroenterologist?lpt=PS-SRP,Gastroenterologist,"42, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.M. (Gastroenterology), M.B.B.S., M.D. (General Medicine), Visitng Fellowship in ERCP","Dr. ,Randhir Sud"
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-narmada-prasad-gupta-urologist?lpt=PS-SRP,Urologist,"49, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","Doctor of Science(D.Sc), Fellow Academy of Medical Sciences(FAMS), M.B.B.S., M.Ch.(Urology), M.S.(Surgery)","Dr. ,Narmada Prasad Gupta"
rating not found,,https://www.lybrate.com/gurgaon/doctor/dr-balbir-singh-cardiologist?lpt=PS-SRP,Cardiologist,"36, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.M. (Cardiology), M.B.B.S., M.D. (General Medicine)","Dr. ,Balbir Singh"
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-k-k-handa-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"31, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","Commonwealth fellowship for training in Lasers, DNB, MBBS, MNAMS, MS(ENT)","Dr. ,K.K Handa"
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-rajiva-gupta-rheumatologist?lpt=PS-SRP,Rheumatologist,"32, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","DNB, MBBS, MD (Medicine), MRCP (UK)","Dr. ,Rajiva Gupta"
rating not found,5 patient feedback(s),https://www.lybrate.com/gurgaon/doctor/dr-aru-chhabra-handa-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"31, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.N.B. (Oto-Rhino-Laryngology), M.B.B.S, M.S. (Oto-Rhino-Laryngology)","Dr. ,Aru Chhabra Handa"
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-ambrish-mithal-endocrinologist?lpt=PS-SRP,Endocrinologist,"39, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.M. (Endocrinology), M.B.B.S., M.D. (General Medicine)","Dr. ,Ambrish Mithal"
rating not found,,https://www.lybrate.com/gurgaon/doctor/dr-arvinder-singh-soin-general-surgeon?lpt=PS-SRP,Liver Transplant Surgeon,"34, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","FRCS (Edin), FRCS (Gen Surg), FRCS (Glas), M.B.B.S., M.S.(THESIS), Primary FRCS","Dr. ,Arvinder Singh Soin"
rating not found,,https://www.lybrate.com/delhi/doctor/dr-rajiv-parakh-general-surgeon-1?lpt=PS-SRP,General Surgeon,"37, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","FRCS, M.B.B.S., MS (Surgery)","Dr. ,Rajiv Parakh"
rating not found,,https://www.lybrate.com/gurgaon/doctor/dr-saurabh-mehrotra-psychiatrist?lpt=PS-SRP,Psychiatrist,"23, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.N.B. (Psychiarty), M.B.B.S","Dr. ,Saurabh Mehrotra"
 (1263 ratings),62 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-yogesh-tandon-sexologist?lpt=PS-SRP,Sexologist,"9, Years experience",,"Pitampura,,,Delhi,",Arunachal Pradesh,"Tandon's Clinic, ","Pitampura,,,Delhi,","Bachelor of Ayurveda, Medicine and Surgery (BAMS), Md Rasashastra","Dr. ,Yogesh Tandon"
 (825 ratings),33 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-n-a-khan-sexologist?lpt=PS-SRP,Sexologist,"17, Years experience",,"South Extension Part 1,,,Delhi,",Arunachal Pradesh,"Dr.N A Khan,The Unani Clinic, ","South Extension Part 1,,,Delhi,",Doctor In Unani Medicine(D.U.M.B.I.M),"Dr. ,N A Khan (Unani Specialist)"
 (355 ratings),110 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-aastha-gupta-diabetologist?lpt=PS-SRP,Endocrinologist,"11, Years experience",,"Kamla Nagar,,,Delhi,",Arunachal Pradesh,"Dr. Aastha Gupta - Diabetes | Thyro ..., ","Kamla Nagar,,,Delhi,","PG Diploma Endocrinology, MD - General Medicine, Certification In Diabetes, MBBS Bachelor of Medicine and Bachelor of Surgery","Dr. ,Aastha Gupta"
 (3193 ratings),117 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-gitanjali-gynaecologist?lpt=PS-SRP,Gynaecologist,"23, Years experience",,"Janakpuri,,,Delhi,",Arunachal Pradesh,"Arya Hospitals, ","Janakpuri,,,Delhi,","MS - Obstetrics and Gynaecology, MS - Obstetrics and Gynaecology","Dr. ,Gitanjali"
 (269 ratings),63 patient feedback(s),https://www.lybrate.com/kanpur/doctor/jivaayurveda?lpt=PS-SRP,Ayurveda,"21, Years experience",,"Shahdara,,,Delhi,",Arunachal Pradesh,"Jiva Ayurveda - Shahdara, ","Shahdara,,,Delhi,","Bachelor of Ayurveda, Medicine and Surgery (BAMS)",Jiva Ayurveda
rating not found,,https://www.lybrate.com/tawang/doctor/dr-phalgun-dentist?lpt=PS-SRP,Dentist,"6, Years experience",,",tawang,,",Arunachal Pradesh,"hdjsjsn, ",",tawang,,",MBA (Healthcare),"Dr. ,Phalgun"
rating not found,,https://www.lybrate.com/tawang/doctor/dr-phalgun-dentist?lpt=PS-SRP,Dentist,"6, Years experience",,",tawang,,",Arunachal Pradesh,"hdjsjsn, ",",tawang,,",MBA (Healthcare),"Dr. ,Phalgun"
rating not found,,https://www.lybrate.com/delhi/doctor/dr-sudeep-singh-sachdev-nephrologist?lpt=PS-SRP,Nephrologist,"15, Years experience",,"Vasant Kunj,,,Delhi,",Arunachal Pradesh,"Kidney Clinic, ","Vasant Kunj,,,Delhi,","MBBS, DM - Nephrology, MD-General Medicine","Dr. ,Sudeep Singh Sachdev"
 (42 ratings),1 patient feedback,https://www.lybrate.com/sangli/doctor/dr-vikramjit-singh-general-physician?lpt=PS-SRP,General Physician,"8, Years experience",,",Senge,,• 28.1 km",Arunachal Pradesh,"Miroom, ",",Senge,,• 28.1 km",None,"Dr. ,Rajesh V"
rating not found,1 patient feedback,https://www.lybrate.com/sonitpur/doctor/dr-roushon-ali-ahmed-pediatrician?lpt=PS-SRP,Pediatrician,"28, Years experience",,",Sonitpur,,• 115.7 km",Arunachal Pradesh,"CHILD CLINIC(Day Care Clinic), ",",Sonitpur,,• 115.7 km","MBBS, D. Ch.","Dr. ,Roushon Ali Ahmed"
 (304 ratings),19 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-burlington-clinic-sexologist?lpt=PS-SRP,Sexologist,"45, Years experience",,"Karol Bagh,,,Delhi,",Arunachal Pradesh,"Dr. S. K. Jain's Burlington Clinic  ..., ","Karol Bagh,,,Delhi,",Sexologist,Burlington Clinic - India Best Sexologist
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-ambrish-mithal-endocrinologist?lpt=PS-SRP,Endocrinologist,"39, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.M. (Endocrinology), M.B.B.S., M.D. (General Medicine)","Dr. ,Ambrish Mithal"
 (6410 ratings),74 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-vinod-raina-sexologist?lpt=PS-SRP,Sexologist,"18, Years experience",,"Saket,,,Delhi,",Arunachal Pradesh,"Dr. Raina's Safe Hands, ","Saket,,,Delhi,",MD - General Medicine,"Dr. ,Vinod Raina"
 (888 ratings),578 patient feedback(s),https://www.lybrate.com/gurgaon/doctor/dr-sudhir-bhola-sexologist?lpt=PS-SRP,Sexologist,"20, Years experience",,"Sultanpur,,,Delhi,",Arunachal Pradesh,"Curewell Therapies - South Delhi, ","Sultanpur,,,Delhi,","MD - Alternate Medicine, BAMS","Dr. ,Sudhir Bhola"
 (1376 ratings),123 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-yuvraj-arora-sexologist?lpt=PS-SRP,Sexologist,"21, Years experience",,"Lajpat Nagar,,,Delhi,",Arunachal Pradesh,"Dr Monga Medi Clinic - Lajpat Nagar, ","Lajpat Nagar,,,Delhi,","MD-Pharmacology, MBBS","Dr. ,Yuvraj Arora Monga"
rating not found,,https://www.lybrate.com/gurgaon/doctor/dr-randhir-sud-gastroenterologist?lpt=PS-SRP,Gastroenterologist,"42, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.M. (Gastroenterology), M.B.B.S., M.D. (General Medicine), Visitng Fellowship in ERCP","Dr. ,Randhir Sud"
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-narmada-prasad-gupta-urologist?lpt=PS-SRP,Urologist,"49, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","Doctor of Science(D.Sc), Fellow Academy of Medical Sciences(FAMS), M.B.B.S., M.Ch.(Urology), M.S.(Surgery)","Dr. ,Narmada Prasad Gupta"
rating not found,,https://www.lybrate.com/gurgaon/doctor/dr-balbir-singh-cardiologist?lpt=PS-SRP,Cardiologist,"36, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.M. (Cardiology), M.B.B.S., M.D. (General Medicine)","Dr. ,Balbir Singh"
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-k-k-handa-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"31, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","Commonwealth fellowship for training in Lasers, DNB, MBBS, MNAMS, MS(ENT)","Dr. ,K.K Handa"
rating not found,1 patient feedback,https://www.lybrate.com/gurgaon/doctor/dr-rajiva-gupta-rheumatologist?lpt=PS-SRP,Rheumatologist,"32, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","DNB, MBBS, MD (Medicine), MRCP (UK)","Dr. ,Rajiva Gupta"
rating not found,,https://www.lybrate.com/gurgaon/doctor/dr-arvinder-singh-soin-general-surgeon?lpt=PS-SRP,Liver Transplant Surgeon,"34, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","FRCS (Edin), FRCS (Gen Surg), FRCS (Glas), M.B.B.S., M.S.(THESIS), Primary FRCS","Dr. ,Arvinder Singh Soin"
rating not found,,https://www.lybrate.com/delhi/doctor/dr-rajiv-parakh-general-surgeon-1?lpt=PS-SRP,General Surgeon,"37, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","FRCS, M.B.B.S., MS (Surgery)","Dr. ,Rajiv Parakh"
rating not found,,https://www.lybrate.com/gurgaon/doctor/dr-saurabh-mehrotra-psychiatrist?lpt=PS-SRP,Psychiatrist,"23, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.N.B. (Psychiarty), M.B.B.S","Dr. ,Saurabh Mehrotra"
 (1263 ratings),62 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-yogesh-tandon-sexologist?lpt=PS-SRP,Sexologist,"9, Years experience",,"Pitampura,,,Delhi,",Arunachal Pradesh,"Tandon's Clinic, ","Pitampura,,,Delhi,","Bachelor of Ayurveda, Medicine and Surgery (BAMS), Md Rasashastra","Dr. ,Yogesh Tandon"
 (825 ratings),33 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-n-a-khan-sexologist?lpt=PS-SRP,Sexologist,"17, Years experience",,"South Extension Part 1,,,Delhi,",Arunachal Pradesh,"Dr.N A Khan,The Unani Clinic, ","South Extension Part 1,,,Delhi,",Doctor In Unani Medicine(D.U.M.B.I.M),"Dr. ,N A Khan (Unani Specialist)"
 (355 ratings),110 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-aastha-gupta-diabetologist?lpt=PS-SRP,Endocrinologist,"11, Years experience",,"Kamla Nagar,,,Delhi,",Arunachal Pradesh,"Dr. Aastha Gupta - Diabetes | Thyro ..., ","Kamla Nagar,,,Delhi,","PG Diploma Endocrinology, MD - General Medicine, Certification In Diabetes, MBBS Bachelor of Medicine and Bachelor of Surgery","Dr. ,Aastha Gupta"
 (3193 ratings),117 patient feedback(s),https://www.lybrate.com/delhi/doctor/dr-gitanjali-gynaecologist?lpt=PS-SRP,Gynaecologist,"23, Years experience",,"Janakpuri,,,Delhi,",Arunachal Pradesh,"Arya Hospitals, ","Janakpuri,,,Delhi,","MS - Obstetrics and Gynaecology, MS - Obstetrics and Gynaecology","Dr. ,Gitanjali"
 (269 ratings),63 patient feedback(s),https://www.lybrate.com/kanpur/doctor/jivaayurveda?lpt=PS-SRP,Ayurveda,"21, Years experience",,"Shahdara,,,Delhi,",Arunachal Pradesh,"Jiva Ayurveda - Shahdara, ","Shahdara,,,Delhi,","Bachelor of Ayurveda, Medicine and Surgery (BAMS)",Jiva Ayurveda
 (2549 ratings),29 patient feedback(s),https://www.lybrate.com/gurgaon/doctor/diet-clinic-dietitian-nutritionist?lpt=PS-SRP,Dietitian/Nutritionist,"16, Years experience",,",Faridabad,,",Arunachal Pradesh,"Diet Clinic  - Gurgaon, ",",Faridabad,,","B.Sc.(Hons), P.G.Dietetics",Diet Clinic
rating not found,,https://www.lybrate.com/delhi/doctor/dr-gulshan-kapoor-orthopedist?lpt=PS-SRP,Orthopedist,"32, Years experience",,"Karol Bagh,,,New Delhi,",Arunachal Pradesh,"Bali Nursing Home, ","Karol Bagh,,,New Delhi,","MS - Orthopaedics, MBBS","Dr. ,Gulshan Kapoor"
rating not found,5 patient feedback(s),https://www.lybrate.com/gurgaon/doctor/dr-aru-chhabra-handa-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"31, Years experience",,"Defence Colony,,,Delhi,",Arunachal Pradesh,"Medanta Mediclinic Defence Colony, ","Defence Colony,,,Delhi,","D.N.B. (Oto-Rhino-Laryngology), M.B.B.S, M.S. (Oto-Rhino-Laryngology)","Dr. ,Aru Chhabra Handa"
rating not found,,https://www.lybrate.com/delhi/doctor/dr-sudeep-singh-sachdev-nephrologist?lpt=PS-SRP,Nephrologist,"15, Years experience",,"Vasant Kunj,,,Delhi,",Arunachal Pradesh,"Kidney Clinic, ","Vasant Kunj,,,Delhi,","MBBS, DM - Nephrology, MD-General Medicine","Dr. ,Sudeep Singh Sachdev"
 (1919 ratings),18 patient feedback(s),https://www.lybrate.com/mumbai/doctor/ms-geetanjali-ahuja-mengi-dietitian-nutritionist?lpt=PS-SRP,Dietitian/Nutritionist,"16, Years experience",,"Bandra West,,,Mumbai,",Arunachal Pradesh,"Geetanjali Medical Nutrition Clinic, ","Bandra West,,,Mumbai,","Masters Of Science In Dietetics And Food Service Management Msc. (DFSM), Certified Diabetes Educator (CDE), Advanced Clinical Nutrition Program, Post Graduate Diploma In Clinical Nutrition And Dietetics PGD, Bachelors Degree In Applied Nutrition Bhsc","Ms. ,Geetanjali Ahuja Mengi"
rating not found,1 patient feedback,https://www.lybrate.com/delhi/doctor/dr-satish-sharma-orthopedist?lpt=PS-SRP,Orthopedist,"19, Years experience",,",Delhi,,",Arunachal Pradesh,"Sir Ganga Ram Hospital, ",",Delhi,,","M Ch. Ortho, DNB (Orthopedics), MBBS","Dr. ,Satish Sharma"
 (52 ratings),8 patient feedback(s),https://www.lybrate.com/imphal/doctor/dr-santosh-debbarma-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"10, Years experience",,",Imphal,,",Manipur,"TruCare ENT Clinic, ",",Imphal,,",MS - ENT,"Dr. ,Santosh Debbarma"
 (119 ratings),1 patient feedback,https://www.lybrate.com/imphal/doctor/dr-napoleon-homeopath?lpt=PS-SRP,Homeopath,"2, Years experience",,",Imphal,,",Manipur,"CLASSICAL HOMEOPATHIC CLINIC, ",",Imphal,,",BHMS,"Dr. ,Napoleon Dangmei"
 (16 ratings),,https://www.lybrate.com/imphal/doctor/dr-sinam-subhaschandra-dentist?lpt=PS-SRP,Dentist,"13, Years experience",,"Manipur,,,Imphal,",Manipur,"Eastern Dental Clinic, ","Manipur,,,Imphal,",MDS - Periodontics,"Dr. ,Thokchom"
 (127 ratings),3 patient feedback(s),https://www.lybrate.com/imphal/doctor/dr-nk-sharma-gynaecologist?lpt=PS-SRP,Gynaecologist,"30, Years experience",,"Manipur,,,Imphal,",Manipur,"Imphal Hospital, ","Manipur,,,Imphal,",MS - Obstetrics and Gynaecology,"Dr. ,Nabakanta Sharma"
rating not found,,https://www.lybrate.com/imphal/doctor/dr-nabakanta-sharma-gynaecologist?lpt=PS-SRP,Gynaecologist,"30, Years experience",,"Manipur,,,Imphal,",Manipur,"imphal Hospital, ","Manipur,,,Imphal,",MD - Maternity & Child Health,"Dr. ,Nabakanta Sharma"
 (91 ratings),,https://www.lybrate.com/imphal/doctor/dr-h-victory-devi-homeopath?lpt=PS-SRP,Homeopath,"11, Years experience",,",Imphal,,",Manipur,"Prabhabati Homeopathy Clinic  and P ..., ",",Imphal,,","Father Muller Homoeopathic Medical College, Mangalore, MD (HOM) PEDIATRIC, Working as Research fellow","Dr. ,H. Victory Devi"
 (34 ratings),2 patient feedback(s),https://www.lybrate.com/bharatpur/doctor/dr-priyanka-aggarwal-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"10, Years experience",,"Manipur,,,Imphal,",Manipur,"Dr. Priyanka Aggarwal , ","Manipur,,,Imphal,","MBBS, MS - ENT","Dr. ,Priyanka Aggarwal"
 (159 ratings),3 patient feedback(s),https://www.lybrate.com/imphal/doctor/dr-i-d-singh-homeopath?lpt=PS-SRP,Homeopath,"3, Years experience",,",Imphal,,",Manipur,"Kanglei Homeo Clinic, ",",Imphal,,",BHMS,"Dr. ,Debid Irungbam"
rating not found,3 patient feedback(s),https://www.lybrate.com/imphal/doctor/dr-n-ibemcha-chanu-dentist?lpt=PS-SRP,Dentist,experience not found,,",Imphal,,",Manipur,"Eastern Dental Clinic, ",",Imphal,,",MDS - Orthodontics & Dentofacial Orthopaedics,"Dr. ,N.Ibemcha Chanu"
rating not found,,https://www.lybrate.com/imphal/doctor/dr-jonan-puni-kay-anesthesiologist?lpt=PS-SRP,Anesthesiologist,"7, Years experience",,"Manipur,,,Imphal,",Manipur,"JPK, ","Manipur,,,Imphal,",MD - Anaesthesiology,"Dr. ,Jonan Puni Kay"
rating not found,,https://www.lybrate.com/imphal/doctor/dr-kamini-babu-singh-ophthalmologist?lpt=PS-SRP,Ophthalmologist,"27, Years experience",,"Manipur,,,Imphal,",Manipur,"Khurai Ahongei Leirak, ","Manipur,,,Imphal,",DOMS,"Dr. ,Kamini Babu Singh"
rating not found,,https://www.lybrate.com/imphal/doctor/dr-ningthoujam-premananda-homeopath?lpt=PS-SRP,Homeopath,experience not found,,",Imphal,,",Manipur,"Cure homeo clinic, ",",Imphal,,",,"Dr. ,Ningthoujam Premananda"
rating not found,,https://www.lybrate.com/imphal/doctor/dr-geeta-thiyam-general-physician?lpt=PS-SRP,General Physician,experience not found,,"Manipur,,,IMPHAL,",Manipur,"GHRC, ","Manipur,,,IMPHAL,",,"Dr. ,Geeta Thiyam"
rating not found,,https://www.lybrate.com/imphal/doctor/dr-birjit-ent-specialist?lpt=PS-SRP,ENT Specialist,"2, Years experience",,"Manipur,,,Imphal,",Manipur,"Ent, ","Manipur,,,Imphal,",MS - ENT,"Dr. ,Birjit"
rating not found,,https://www.lybrate.com/imphal/doctor/dr-mohammed-niak-doctor?lpt=PS-SRP,Doctor,experience not found,,"Manipur,,,Imphal,",Manipur,"Mohammed Niak, ","Manipur,,,Imphal,",,"Dr. ,Mohammed Niak"
rating not found,,https://www.lybrate.com/imphal/doctor/dr-wareppam-mayangamba-homeopath?lpt=PS-SRP,Homeopath,experience not found,,",Imphal,,",Manipur,"Imphal, ",",Imphal,,",,"Dr. ,Wareppam  Mayangamba"
rating not found,,https://www.lybrate.com/imphal/doctor/dr-kulachandra-singh-loukham-radiologist?lpt=PS-SRP,Radiologist,"17, Years experience",,"Manipur,,,IMPHAL,",Manipur,"DR KULACHANDRA, ","Manipur,,,IMPHAL,",DMRD,"Dr. ,Kulachandra Singh Loukham"
rating not found,,https://www.lybrate.com/imphal/doctor/mr-bon-dentist?lpt=PS-SRP,Dentist,experience not found,,"Manipur,,,Imphal,",Manipur,"bon, ","Manipur,,,Imphal,",,"Mr. ,Bon"
 (55 ratings),,https://www.lybrate.com/lucknow/doctor/dr-anuj-asthana-alternative-medicine-specialist?lpt=PS-SRP,Alternative Medicine Specialist,"9, Years experience",,",Lucknow,,",Manipur,"Anuj Healthcare, ",",Lucknow,,","MD - Ayurveda Psychiatry, Bachelor of Ayurveda, Medicine and Surgery (BAMS)","Dr. ,Anuj Asthana"
 (48 ratings),,https://www.lybrate.com/delhi/doctor/dr-anwar-jameel-siddique-alternative-medicine-specialist?lpt=PS-SRP,Alternative Medicine Specialist,"16, Years experience",,"Lal Kuan,,,Delhi,",Manipur,"Fitness N Beauty Care, ","Lal Kuan,,,Delhi,",MD(AM),"Dr. ,Anwar Jameel Siddique"
rating not found,,https://www.lybrate.com/ahmedabad/doctor/dr-chirag-shah-laparoscopic-surgeon?lpt=PS-SRP,Laparoscopic Surgeon,"21, Years experience",,"Satellite Road,,,Ahmedabad,",Manipur,"ARHAM SURGICAL HOSPITAL & LAPAROSCO ..., ","Satellite Road,,,Ahmedabad,","MBBS Bachelor of Medicine and Bachelor of Surgery, MS - General Surgery, Fellowship in Gastro Intestinal & Endocrine surgery, Fellowship of Indian Association of Gastrointestinal Endo Surgeons (FIAGES), FICS - General Surgery","Dr. ,Chirag J Shah"
